0.831805	0.865792	0.91432	0.953446	0.967593	0.957714	0.950609	0.938302	0.915228	0.866003	0.793252	0.708757	0.591749	0.387877	-0.00680025	-0.465725	-0.751828	-0.868041	-0.898906	-0.903425	-0.898179	-0.899848	-0.902705	-0.908761	-0.892012	-0.84014	-0.727828	-0.528622	-0.237367	0.114082	0.422919	0.621751	0.740871	0.794736	0.811059	0.797968	0.761246	0.702568	0.627822	0.561159	0.504077	0.466094	0.447976	0.469183	0.522428	0.604914	0.685422	0.717405	0.663411	0.540588	0.400752	0.290356	0.209934	0.126724	0.0150058	-0.127414	-0.304167	-0.492422	-0.642182	-0.702125	-0.613946	-0.32476	0.0581421	0.258242	0.202543	-0.0562426	-0.401265	-0.672383	-0.83166	-0.904616	-0.926879	-0.932262	-0.933466	-0.937093	-0.939341	-0.942343	-0.929894	-0.895725	-0.816987	-0.67558	-0.466387	-0.211114	0.0404002	0.234311	0.348324	0.394261	0.373649	0.270746	0.0472665	-0.285797	-0.602868	-0.789225	-0.860331	-0.856438	-0.802485	-0.715727	-0.595366	-0.421539	-0.127769	0.270561	0.594808	0.773579	0.838005	0.825856	0.767122	0.689594	0.628439	0.586487	0.564761	0.549796	0.537312	0.495911	0.38799	0.187525	-0.0469663	-0.199392	-0.250058	-0.239011	-0.206905	-0.197797	-0.237025	-0.326271	-0.443225	-0.569741	-0.679738	-0.738383	-0.713449	-0.496914	0.00852447	
0.879855	0.90672	0.94746	0.970422	0.977368	0.963906	0.960156	0.958908	0.950054	0.939599	0.919569	0.894576	0.849351	0.739295	0.449491	-0.108353	-0.60615	-0.829204	-0.909708	-0.937864	-0.943322	-0.932186	-0.90869	-0.869455	-0.790102	-0.629945	-0.353713	0.0357854	0.406489	0.653621	0.798988	0.879127	0.920742	0.935297	0.932733	0.922813	0.907453	0.882398	0.852164	0.833683	0.819118	0.811783	0.809107	0.817492	0.825096	0.819383	0.768246	0.620536	0.345757	-0.00532037	-0.280693	-0.425639	-0.490669	-0.538651	-0.59747	-0.661506	-0.730193	-0.788504	-0.80683	-0.728847	-0.440042	0.128931	0.585155	0.74592	0.724063	0.559702	0.204041	-0.274697	-0.640704	-0.826016	-0.905805	-0.941397	-0.958549	-0.957675	-0.942684	-0.915836	-0.861657	-0.742219	-0.521113	-0.185565	0.19302	0.47508	0.640059	0.733895	0.786206	0.804217	0.793999	0.743492	0.607416	0.295839	-0.22258	-0.639022	-0.829498	-0.895884	-0.901233	-0.883482	-0.846601	-0.774564	-0.616058	-0.28108	0.213293	0.609059	0.801113	0.870353	0.887467	0.884293	0.876008	0.867742	0.863858	0.861139	0.846225	0.78597	0.611635	0.223101	-0.281202	-0.569013	-0.66312	-0.677726	-0.668647	-0.667301	-0.694666	-0.745775	-0.805245	-0.86506	-0.912791	-0.930105	-0.886465	-0.683354	-0.148853	
0.873973	0.874776	0.884018	0.884662	0.874484	0.866445	0.860006	0.852369	0.848819	0.853307	0.862292	0.869538	0.862107	0.809593	0.636597	0.215966	-0.353682	-0.686767	-0.819577	-0.861997	-0.867729	-0.840397	-0.783056	-0.675543	-0.477458	-0.155613	0.242297	0.553671	0.734715	0.828106	0.873329	0.892464	0.89165	0.878846	0.864474	0.846739	0.829709	0.813596	0.81243	0.82256	0.837732	0.851799	0.867758	0.874085	0.856112	0.791633	0.622238	0.275786	-0.201991	-0.547065	-0.706857	-0.761379	-0.76754	-0.769937	-0.781267	-0.804069	-0.831499	-0.848304	-0.825012	-0.694548	-0.292446	0.378409	0.770555	0.893072	0.897509	0.82488	0.644516	0.291246	-0.203963	-0.571092	-0.763154	-0.849935	-0.882267	-0.876844	-0.843728	-0.768817	-0.618032	-0.342512	0.0598775	0.435389	0.667777	0.786181	0.839744	0.863978	0.879153	0.885402	0.884076	0.86618	0.805563	0.627956	0.211346	-0.351482	-0.690669	-0.826354	-0.868577	-0.875353	-0.870822	-0.852122	-0.787104	-0.615224	-0.250682	0.259248	0.610871	0.778026	0.848746	0.884373	0.899318	0.907327	0.912408	0.913315	0.892129	0.811324	0.581948	0.0890895	-0.448601	-0.6979	-0.762992	-0.758702	-0.745042	-0.74934	-0.782079	-0.833687	-0.886246	-0.931238	-0.956453	-0.952147	-0.888182	-0.6597	-0.0935722	
0.799594	0.738806	0.674129	0.601694	0.5586	0.545451	0.537209	0.524324	0.525071	0.542885	0.578668	0.622404	0.657113	0.65634	0.579018	0.349704	-0.0488837	-0.389341	-0.558261	-0.612211	-0.595544	-0.520207	-0.386234	-0.170435	0.129162	0.423072	0.628145	0.734155	0.766249	0.760658	0.735219	0.698322	0.65242	0.601236	0.555594	0.51321	0.484706	0.471159	0.497228	0.544965	0.604835	0.659519	0.702748	0.712704	0.665332	0.519267	0.201508	-0.25261	-0.605163	-0.768863	-0.806072	-0.776679	-0.719914	-0.674897	-0.65977	-0.680954	-0.725354	-0.766398	-0.766753	-0.653795	-0.290879	0.328104	0.714294	0.853365	0.889096	0.869782	0.799911	0.643699	0.350832	-0.0448396	-0.374503	-0.55732	-0.627696	-0.612838	-0.530229	-0.362651	-0.0714979	0.285239	0.566098	0.731054	0.79946	0.8054	0.783342	0.761096	0.749872	0.748441	0.757465	0.765697	0.752457	0.669839	0.436174	0.00823268	-0.388997	-0.595474	-0.674918	-0.703367	-0.716574	-0.733758	-0.740322	-0.696368	-0.543079	-0.228565	0.157537	0.442569	0.603338	0.695682	0.749454	0.780135	0.797433	0.796114	0.752466	0.619647	0.314558	-0.179284	-0.545591	-0.665777	-0.643234	-0.565368	-0.509111	-0.523971	-0.60942	-0.718151	-0.812613	-0.877033	-0.904054	-0.879606	-0.766071	-0.450362	0.15757	
0.612786	0.379828	0.140177	-0.0581887	-0.157312	-0.178108	-0.18215	-0.186813	-0.181951	-0.157096	-0.0987098	-0.019946	0.0731384	0.161845	0.236091	0.262808	0.20662	0.0970626	0.0127503	-0.00425528	0.0528074	0.167947	0.318119	0.474396	0.603763	0.679349	0.689536	0.628166	0.513802	0.378045	0.247428	0.126676	0.0172939	-0.075828	-0.155955	-0.218681	-0.254041	-0.255411	-0.216093	-0.139392	-0.0320335	0.080558	0.16767	0.183602	0.099524	-0.110843	-0.398546	-0.640806	-0.768271	-0.783186	-0.698534	-0.535044	-0.345328	-0.203072	-0.156316	-0.206135	-0.32754	-0.474943	-0.586896	-0.59292	-0.407968	0.00563248	0.396102	0.603434	0.696798	0.737742	0.754559	0.735389	0.65263	0.49046	0.284459	0.103809	0.010584	0.0309505	0.148262	0.328858	0.517496	0.66177	0.735778	0.736104	0.669179	0.554497	0.425392	0.323916	0.268668	0.259874	0.288142	0.337264	0.396226	0.435083	0.412086	0.288665	0.0984972	-0.0552445	-0.139991	-0.178995	-0.22178	-0.303506	-0.427698	-0.553387	-0.611905	-0.564449	-0.413919	-0.209302	-0.00925913	0.153588	0.269869	0.348949	0.389724	0.383799	0.30008	0.10313	-0.198354	-0.470697	-0.572047	-0.48077	-0.253523	-0.0107688	0.117619	0.0877215	-0.085299	-0.326993	-0.530446	-0.651827	-0.683863	-0.618289	-0.408013	0.012715	0.475466	
0.238649	-0.213019	-0.525895	-0.66895	-0.71668	-0.709093	-0.692008	-0.690097	-0.688367	-0.683453	-0.666898	-0.634898	-0.583282	-0.489827	-0.303025	0.00241143	0.318731	0.489074	0.552462	0.589574	0.630551	0.677832	0.720919	0.747027	0.733813	0.652164	0.478059	0.205124	-0.0989809	-0.337888	-0.485022	-0.572295	-0.627923	-0.666761	-0.697344	-0.718742	-0.730579	-0.731146	-0.717117	-0.682239	-0.629989	-0.570747	-0.521249	-0.50803	-0.549234	-0.637948	-0.736018	-0.794922	-0.780806	-0.65504	-0.376323	0.0104271	0.326169	0.484899	0.526551	0.483162	0.350246	0.11707	-0.180124	-0.414542	-0.491231	-0.398754	-0.204611	-0.00605405	0.158439	0.302239	0.452114	0.592127	0.684285	0.710669	0.687961	0.647308	0.622033	0.631148	0.669688	0.719907	0.750762	0.732768	0.646984	0.474038	0.212408	-0.0730932	-0.294552	-0.426085	-0.487129	-0.497626	-0.468187	-0.408653	-0.296264	-0.102348	0.163122	0.384458	0.485235	0.509254	0.510341	0.507617	0.486432	0.395266	0.187872	-0.15017	-0.47694	-0.658148	-0.702289	-0.67043	-0.603674	-0.520224	-0.440269	-0.373343	-0.335546	-0.342599	-0.406027	-0.512559	-0.616836	-0.645937	-0.512692	-0.146278	0.298541	0.562944	0.651802	0.624661	0.501383	0.28973	0.0528229	-0.107513	-0.127774	0.00188043	0.250357	0.522296	0.701329	
-0.228647	-0.638517	-0.818064	-0.878482	-0.882664	-0.859426	-0.825601	-0.800978	-0.795074	-0.803731	-0.823313	-0.838277	-0.82807	-0.77101	-0.607437	-0.214272	0.330806	0.642259	0.75636	0.79439	0.80421	0.799791	0.778112	0.723215	0.599826	0.363094	-0.00246389	-0.369832	-0.609951	-0.736554	-0.79513	-0.819314	-0.825825	-0.824704	-0.825559	-0.825701	-0.827887	-0.831845	-0.832042	-0.825766	-0.812037	-0.792884	-0.780249	-0.778828	-0.789038	-0.807134	-0.818185	-0.788324	-0.662938	-0.36195	0.117111	0.510964	0.705518	0.777905	0.792681	0.775943	0.717006	0.583389	0.324921	-0.0604159	-0.405337	-0.577697	-0.617396	-0.589088	-0.517075	-0.393057	-0.172321	0.151862	0.475752	0.686528	0.788613	0.827399	0.836388	0.83501	0.828612	0.803136	0.730604	0.580027	0.30834	-0.0648612	-0.40179	-0.615495	-0.734094	-0.795472	-0.822502	-0.826635	-0.815705	-0.78465	-0.708424	-0.518125	-0.127723	0.34319	0.615841	0.722209	0.76186	0.779625	0.780159	0.740179	0.612171	0.311925	-0.172584	-0.566934	-0.746007	-0.800619	-0.799383	-0.770766	-0.733027	-0.705017	-0.697692	-0.714754	-0.748901	-0.782123	-0.782267	-0.690176	-0.38356	0.183135	0.609173	0.776876	0.806115	0.766032	0.683398	0.58147	0.49596	0.465245	0.5025	0.593504	0.702068	0.781304	0.793036	
-0.545282	-0.807393	-0.904022	-0.906262	-0.857426	-0.78506	-0.696935	-0.625323	-0.606579	-0.641471	-0.712758	-0.780162	-0.8118	-0.782824	-0.6316	-0.222801	0.353486	0.667642	0.764782	0.766905	0.725823	0.656789	0.559571	0.409487	0.171241	-0.151667	-0.456419	-0.65487	-0.752725	-0.784543	-0.77754	-0.751475	-0.714741	-0.67771	-0.649305	-0.635756	-0.638293	-0.6521	-0.670198	-0.687944	-0.701645	-0.710059	-0.719289	-0.732956	-0.745435	-0.744109	-0.712643	-0.610674	-0.358441	0.0755207	0.484865	0.694057	0.761512	0.763295	0.752677	0.75653	0.759816	0.727229	0.609044	0.33509	-0.10009	-0.477579	-0.682418	-0.767779	-0.783996	-0.747075	-0.637075	-0.391785	0.0255448	0.443558	0.689363	0.796714	0.827509	0.812467	0.764654	0.665087	0.483086	0.183996	-0.18787	-0.491495	-0.67015	-0.759387	-0.806205	-0.834143	-0.85264	-0.858898	-0.856471	-0.837609	-0.774012	-0.597397	-0.214628	0.282715	0.574678	0.681393	0.715683	0.738686	0.75586	0.755051	0.702911	0.530691	0.152121	-0.315475	-0.593376	-0.700309	-0.715815	-0.689344	-0.653533	-0.639998	-0.66516	-0.722108	-0.78041	-0.812459	-0.783618	-0.624466	-0.205231	0.377222	0.683044	0.750724	0.69826	0.589125	0.482502	0.447221	0.5108	0.63164	0.740377	0.816344	0.859768	0.859219	0.787394	
-0.719484	-0.860676	-0.887876	-0.832027	-0.674191	-0.454126	-0.220247	-0.0531126	-0.0106175	-0.089243	-0.251429	-0.415272	-0.52228	-0.532164	-0.375818	0.0115762	0.430126	0.618288	0.621086	0.515016	0.354339	0.176458	-0.0083514	-0.196216	-0.371857	-0.511124	-0.597359	-0.624898	-0.604507	-0.546019	-0.457161	-0.350594	-0.238934	-0.137656	-0.0641258	-0.027945	-0.0338098	-0.0678409	-0.119244	-0.171963	-0.219624	-0.260875	-0.302703	-0.342016	-0.375954	-0.378399	-0.319	-0.147531	0.150902	0.45611	0.628011	0.650315	0.563917	0.44547	0.383627	0.415635	0.516254	0.624186	0.66592	0.581131	0.322492	-0.0878615	-0.451014	-0.66506	-0.769131	-0.80226	-0.778221	-0.670542	-0.423629	-0.0278938	0.337675	0.530489	0.588556	0.552809	0.438098	0.236601	-0.0342543	-0.298678	-0.4803	-0.560291	-0.571721	-0.563886	-0.566853	-0.588295	-0.616956	-0.641909	-0.651363	-0.628287	-0.546288	-0.361114	-0.0506697	0.245529	0.368431	0.366457	0.341841	0.347356	0.392254	0.458909	0.511791	0.496534	0.345178	0.0678834	-0.178501	-0.292345	-0.291	-0.230726	-0.169919	-0.167324	-0.255051	-0.418846	-0.575521	-0.661736	-0.629572	-0.409556	0.0455938	0.474122	0.616958	0.529784	0.294593	0.0257365	-0.134333	-0.102238	0.146816	0.489832	0.731682	0.849822	0.880257	0.839827	0.695813	
-0.784505	-0.833431	-0.773907	-0.574541	-0.218323	0.191576	0.463378	0.591595	0.617548	0.570143	0.451738	0.281884	0.123339	0.0638298	0.165801	0.371531	0.516969	0.487044	0.275573	-0.0355841	-0.307816	-0.477087	-0.566903	-0.608647	-0.597786	-0.522964	-0.398671	-0.250148	-0.0943367	0.0640263	0.213819	0.349352	0.459569	0.543269	0.596152	0.618331	0.614493	0.587594	0.552944	0.515126	0.480893	0.449374	0.415802	0.373963	0.331575	0.312428	0.344787	0.441808	0.567453	0.654328	0.631849	0.440529	0.086331	-0.228726	-0.353992	-0.30324	-0.0849738	0.256101	0.548844	0.666823	0.616181	0.408434	0.0649765	-0.29119	-0.537498	-0.669055	-0.719741	-0.709695	-0.627976	-0.460297	-0.244673	-0.0728163	-0.0124325	-0.0659999	-0.202069	-0.365568	-0.496274	-0.540819	-0.467367	-0.287272	-0.0821208	0.0545157	0.0999114	0.0813538	0.030982	-0.0197758	-0.048743	-0.0261894	0.0580992	0.178874	0.261291	0.208709	-0.00313829	-0.230666	-0.357044	-0.385576	-0.336918	-0.206817	0.000799189	0.228826	0.370932	0.393128	0.359216	0.351097	0.395693	0.460548	0.505743	0.495948	0.39441	0.175148	-0.0958954	-0.266091	-0.23379	0.0158872	0.352686	0.536451	0.462684	0.118328	-0.313418	-0.579607	-0.669991	-0.611259	-0.354942	0.136712	0.5619	0.757054	0.790824	0.698574	0.445872	
